id,name,year,urbanpop,totalpop,urbrate,fpresence,westelbe,protestant,latitude,longitude,distpa,ccodenoalr,ccodenoalroff,ccodenoalron,ccodeall,ccodealloff,ccodeallon,agreform1first,agreform1off,agreform1on,agreform2first,agreform2off,agreform2on,guildsfirst,guildsoff,guildson,territories,yr1700,yr1750,yr1800,yr1850,yr1875,yr1900,fpresence1750,fpresence1800,fpresence1850,fpresence1875,fpresence1900,protestant1750,protestant1800,protestant1850,protestant1875,protestant1900,latitude1750,latitude1800,latitude1850,latitude1875,latitude1900,longitude1750,longitude1800,longitude1850,longitude1875,longitude1900,distpa1750,distpa1800,distpa1850,distpa1875,distpa1900,territories1850,territories1875,territories1900,totalpop1750,urbanization1750,urbanization17501800,urbanization17501850,urbanization17501875,urbanization17501900,yr1880,yr1885,yr1895,yr1905,yr1910,fpresence1880,fpresence1885,fpresence1895,fpresence1905,fpresence1910,yearscc,yearsag1,yearsag2,yearsgu,yearsref,timetrend,post1800,post1800trend,fpresenceXpost,fpresenceXpostXtrend
1,Rhineland,1910,4806725.0,7121140.0,67.499374,19,1,0.25,50.35,7.6,413.05524,1802,0,0,1802,0,0,1798,0,0,1804,0,0,1795,0,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,108.0,112.0,106.0,115.0,110.25,1.91,1.0,1910.0,19.0,36.29
2,Mark,1700,5000.0,117963.0,4.238618,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149869.0,3.3362536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0
2,Mark,1750,5000.0,149869.0,3.3362536,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,51.683334,0.0,0.0,0.0,0.0,7.8166666,0.0,0.0,0.0,0.0,499.6255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149869.0,3.3362536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0
2,Mark,1800,36000.0,193096.0,18.643532,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,51.683334,0.0,0.0,0.0,0.0,7.8166666,0.0,0.0,0.0,0.0,499.6255,0.0,0.0,0.0,0.0,0.0,0.0,149869.0,3.3362536,3.3362536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
2,Mark,1850,55628.0,362392.0,15.35011,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,51.683334,0.0,0.0,0.0,0.0,7.8166666,0.0,0.0,0.0,0.0,499.6255,0.0,0.0,1.0,0.0,0.0,149869.0,3.3362536,0.0,3.3362536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,25.0,41.0,28.25,1.85,1.0,1850.0,6.0,11.1
2,Mark,1875,305301.0,721466.0,42.316753,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,51.683334,0.0,0.0,0.0,0.0,7.8166666,0.0,0.0,0.0,0.0,499.6255,0.0,0.0,1.0,0.0,149869.0,3.3362536,0.0,0.0,3.3362536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67.0,50.0,66.0,47.0,1.875,1.0,1875.0,6.0,11.25
2,Mark,1880,,,,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,72.0,55.0,71.0,50.75,1.88,1.0,1880.0,6.0,11.28
2,Mark,1885,,,,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,77.0,60.0,76.0,54.5,1.885,1.0,1885.0,6.0,11.309999
2,Mark,1895,,,,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,87.0,70.0,86.0,62.0,1.895,1.0,1895.0,6.0,11.37
2,Mark,1900,1134655.0,1514546.0,74.91717,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,51.683334,0.0,0.0,0.0,0.0,7.8166666,0.0,0.0,0.0,0.0,499.6255,0.0,0.0,1.0,149869.0,3.3362536,0.0,0.0,0.0,3.3362536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,92.0,75.0,91.0,65.75,1.9,1.0,1900.0,6.0,11.4
2,Mark,1905,,,,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,97.0,80.0,96.0,70.75,1.905,1.0,1905.0,6.0,11.43
2,Mark,1910,,,,6,1,0.6,51.683334,7.8166666,499.6255,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,102.0,85.0,101.0,75.75,1.91,1.0,1910.0,6.0,11.46
3,Westphalia without Mark,1700,7000.0,,,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528851.0,2.6472461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0
3,Westphalia without Mark,1750,14000.0,528851.0,2.6472461,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,51.966667,0.0,0.0,0.0,0.0,7.633333,0.0,0.0,0.0,0.0,509.55502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528851.0,2.6472461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0
3,Westphalia without Mark,1800,55000.0,763110.0,7.20735,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,51.966667,0.0,0.0,0.0,0.0,7.633333,0.0,0.0,0.0,0.0,509.55502,0.0,0.0,0.0,0.0,0.0,0.0,528851.0,2.6472461,2.6472461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0
3,Westphalia without Mark,1850,61000.0,1120946.0,5.4418325,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,51.966667,0.0,0.0,0.0,0.0,7.633333,0.0,0.0,0.0,0.0,509.55502,0.0,0.0,24.0,0.0,0.0,528851.0,2.6472461,0.0,2.6472461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,25.0,41.0,28.25,1.85,1.0,1850.0,6.0,11.1
3,Westphalia without Mark,1875,190503.0,1184231.0,16.086641,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,51.966667,0.0,0.0,0.0,0.0,7.633333,0.0,0.0,0.0,0.0,509.55502,0.0,0.0,24.0,0.0,528851.0,2.6472461,0.0,0.0,2.6472461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67.0,50.0,66.0,47.0,1.875,1.0,1875.0,6.0,11.25
3,Westphalia without Mark,1880,,,,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,72.0,55.0,71.0,50.75,1.88,1.0,1880.0,6.0,11.28
3,Westphalia without Mark,1885,,,,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,77.0,60.0,76.0,54.5,1.885,1.0,1885.0,6.0,11.309999
3,Westphalia without Mark,1895,,,,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,87.0,70.0,86.0,62.0,1.895,1.0,1895.0,6.0,11.37
3,Westphalia without Mark,1900,579467.0,1673231.0,34.63162,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,51.966667,0.0,0.0,0.0,0.0,7.633333,0.0,0.0,0.0,0.0,509.55502,0.0,0.0,24.0,528851.0,2.6472461,0.0,0.0,0.0,2.6472461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,92.0,75.0,91.0,65.75,1.9,1.0,1900.0,6.0,11.4
3,Westphalia without Mark,1905,,,,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,97.0,80.0,96.0,70.75,1.905,1.0,1905.0,6.0,11.43
3,Westphalia without Mark,1910,,,,6,1,0.4,51.966667,7.633333,509.55502,1810,1815,1900,1810,0,0,1808,0,0,1825,0,0,1809,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,102.0,85.0,101.0,75.75,1.91,1.0,1910.0,6.0,11.46
4,Bavarian Palatinate,1700,0.0,129117.0,0.0,19,1,0.55,49.319443,8.431111,445.4702,1802,0,0,1802,0,0,1798,0,0,1804,0,0,1795,0,0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239105.0,2.0911314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0
4,Bavarian Palatinate,1750,5000.0,239105.0,2.0911314,19,1,0.55,49.319443,8.431111,445.4702,1802,0,0,1802,0,0,1798,0,0,1804,0,0,1795,0,0,19,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,49.319443,0.0,0.0,0.0,0.0,8.431111,0.0,0.0,0.0,0.0,445.4702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239105.0,2.0911314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0
4,Bavarian Palatinate,1800,21000.0,403778.0,5.2008777,19,1,0.55,49.319443,8.431111,445.4702,1802,0,0,1802,0,0,1798,0,0,1804,0,0,1795,0,0,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,49.319443,0.0,0.0,0.0,0.0,8.431111,0.0,0.0,0.0,0.0,445.4702,0.0,0.0,0.0,0.0,0.0,0.0,239105.0,2.0911314,2.0911314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.75,1.8,0.0,0.0,0.0,0.0
4,Bavarian Palatinate,1850,65931.0,614734.0,10.725126,19,1,0.55,49.319443,8.431111,445.4702,1802,0,0,1802,0,0,1798,0,0,1804,0,0,1795,0,0,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,49.319443,0.0,0.0,0.0,0.0,8.431111,0.0,0.0,0.0,0.0,445.4702,0.0,0.0,19.0,0.0,0.0,239105.0,2.0911314,0.0,2.0911314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,52.0,46.0,55.0,50.25,1.85,1.0,1850.0,19.0,35.15
4,Bavarian Palatinate,1875,120759.0,641289.0,18.830667,19,1,0.55,49.319443,8.431111,445.4702,1802,0,0,1802,0,0,1798,0,0,1804,0,0,1795,0,0,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,49.319443,0.0,0.0,0.0,0.0,8.431111,0.0,0.0,0.0,0.0,445.4702,0.0,0.0,19.0,0.0,239105.0,2.0911314,0.0,0.0,2.0911314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,77.0,71.0,80.0,75.25,1.875,1.0,1875.0,19.0,35.625
4,Bavarian Palatinate,1880,136366.0,677281.0,20.13433,19,1,0.55,49.319443,8.431111,445.4702,1802,0,0,1802,0,0,1798,0,0,1804,0,0,1795,0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,78.0,82.0,76.0,85.0,80.25,1.88,1.0,1880.0,19.0,35.72
